entity,question,answer1,answer2,answer3,answer4,correctAnswer,reference,category
ATC,Which of the following best describes a credible source?,It publishes viral content,It uses anonymous authors, It cites evidence and references experts,It has a visually appealing website,3,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Digital literacy includes the ability to evaluate the credibility and relevance of online information.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Digital literacy only involves technical skills like coding or using software tools.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Fact-checking involves cross-referencing information with multiple reliable sources.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/fact-checking-and-verification/,Media literacy
ATC,Bias in media content is only found in opinion pieces.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Being digitally literate means understanding how to use technology responsibly and ethically.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Using social media effectively is a part of digital literacy.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What does digital literacy enable individuals to do?,"Create, access, and analyze digital information critically",Avoid interacting with digital devices,Automatically trust all online content,All of the above,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Which of the following is an example of digital literacy?,Posting without checking the source of the information, Understanding how to identify online scams,Using a computer without knowing the risks of sharing private information,Ignoring privacy settings on social media platforms,2,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,"Critical thinking is a key component of digital literacy, enabling individuals to assess the credibility of online information.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What is a significant challenge in promoting digital literacy globally?,Lack of social media platforms,Unequal access to technology,Overuse of digital devices,Declining interest in reading books,2,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What is a core aspect of digital literacy?,Reading physical books,Creating and sharing online content responsibly,Avoiding all forms of digital communication,Memorizing computer codes,2,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Which group is most at risk of being excluded due to low digital literacy?,Young adults with smartphones,Frequent social media users,People with limited access to the internet,Professional gamers,3,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,What skill is essential for evaluating information in the age of AI and big data?,Memorizing AI programming languages,Passive acceptance of digital content,Avoiding social media platforms,Data and critical thinking skills,4,https://agoraclimatedisinfo.eu/courses/digital-literacy/,Media literacy
ATC,Respecting others' opinions is a key component of effective online discussions.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Online forums are beneficial for building communities and sharing knowledge.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Which of the following is considered good netiquette in online discussions?,Posting misleading information.,Responding respectfully to differing viewpoints., Using all capital letters to emphasize your argument.,Ignoring others' questions or comments.,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,What should you avoid when participating in an online discussion?,Sharing reliable sources of information.,Acknowledging others' contributions.,Asking thoughtful questions.,Making personal attacks against other participants.,4,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Why is it important to fact-check before contributing to an online discussion?,To ensure you dominate the discussion with complex information., Because opinions do not require any evidence.,To maintain the credibility of your argument and the discussion.,To confuse other participants.,3,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,What is the primary purpose of netiquette?,To set guidelines for courteous and productive online interactions.,To ensure internet users know how to argue effectively.,To prevent people from expressing their opinions.,To restrict access to certain online platforms.,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Social media platforms cannot be used to facilitate meaningful discussions.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Social media can facilitate online discussions by:,Providing a platform for live interaction and debate.,Ensuring all users are experts on the topic.,Limiting users' ability to share multimedia content.,None of the above.,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Netiquette refers to the set of rules for behaving properly in online interactions.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,What is the best way to create a strong password?,Use your name and birthdate.,"Include a mix of uppercase letters, lowercase letters, numbers, and special characters.", Use a simple word you can remember.,Repeat the same password for all accounts.,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,"In online discussions, you should always focus on facts and avoid personal attacks.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Which of the following is NOT a recommended practice for online safety?, Keeping your devices updated.,Avoiding suspicious links.,Using a VPN on public Wi-Fi.,Sharing your passwords with trusted friends.,4,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,What should you do if you receive an email asking for personal information?,Reply with the requested details.,Forward it to your contacts.,Verify the sender and contact the organization directly.,Ignore it completely.,3,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Using multi-factor authentication (MFA) adds an extra layer of security to your online accounts.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,"When using social media, which of the following practices enhances your privacy?",Sharing your location in real-time.,Adjusting your privacy settings to limit who can see your posts.,Posting all personal details publicly.,Accepting friend requests from unknown accounts.,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Public Wi-Fi networks are secure and safe for performing sensitive tasks like online banking.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,It is safe to use the same password for multiple accounts as long as the password is strong.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Installing software updates promptly can help protect your device from security vulnerabilities.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,What is the main purpose of a Virtual Private Network (VPN)?,To encrypt your internet connection and protect your online activity.,To increase your internet speed.,To store your passwords securely.,To provide free access to streaming services.,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Which is the safest action when downloading an app?,Downloading apps only from trusted and official app stores.,Downloading apps recommended in online ads.,Downloading apps from any website offering free downloads.,Ignoring app permissions before installation.,1,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,"Browsing in ""Incognito Mode"" ensures complete anonymity and hides your activities from all online tracking.",Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Which of the following actions can help prevent identity theft online?,Sharing your personal details on public forums.,Clicking on pop-up ads offering free services.,Using two-factor authentication for online accounts.,All of the above.,3,https://agoraclimatedisinfo.eu/courses/engaging-in-online-discussions-online-safety/,Media literacy
ATC,Why is it important to compare multiple sources on the same topic?,To identify errors or bias in individual sources,To save time on research,To use the shortest article available,None of the above.,1,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,What does “metadata” in an online source refer to?,Hidden text in the article,"Data about the source, such as author, title, and publication date",The main content of the article,The visual elements on the page,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,Information from a source with no clear author should always be trusted if it looks professional.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,The absence of opposing viewpoints in a source might indicate bias.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
ATC,What is the primary psychological factor that makes misinformation appealing to individuals?,Lack of education,Emotional resonance,Peer pressure,Curiosity,2,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Which emotion is most commonly exploited by misinformation to influence belief and behavior?,Joy,Sadness,Fear,Anger,3,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"What is ""psychological inoculation"" in the context of misinformation?",A method to spread misinformation,A technique for correcting misinformation,A psychological treatment for anxiety,A strategy to build resistance against false information,4,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,How does repetition affect belief in misinformation?, It reinforces false beliefs,It increases skepticism,It decreases trust in all sources,It has no significant effect,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"What is the ""illusory truth effect""?",A belief in truths that are proven by science,A tendency to believe false information after repeated exposure,An effect where truth is overshadowed by lies,A cognitive bias where facts appear exaggerated,2,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"According to studies, which of the following helps reduce belief in misinformation?",Repeated exposure to the same false information,Prebunking or psychological inoculation,Ignoring the misinformation,None of the above.,2,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,People are more likely to believe misinformation if it aligns with their preexisting beliefs.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Motivated reasoning occurs when individuals evaluate information in a way that confirms their existing beliefs or emotions.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"According to studies, psychological inoculation can reduce the impact of misinformation by exposing people to weakened versions of false information.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"Repetition of a false statement can make it seem more credible, even if the individual knows it is false.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,"What is the ""backfire effect"" in relation to correcting misinformation?",A reduction in belief after misinformation is debunked,An immediate acceptance of the corrected information,A neutral reaction to new evidence,A phenomenon where corrections increase belief in false information,4,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,What is the term for the cognitive process that makes people selectively accept information that aligns with their beliefs?,Cognitive dissonance,Information overload,Confirmation bias,Illusory truth effect,3,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Which psychological trait makes individuals more likely to fall for misinformation?,High openness to experience,Low cognitive reflection,High analytical thinking,Low emotional intelligence,2,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,What factor increases the effectiveness of misinformation?,The source's credibility,The complexity of the content,The frequency of exposure,All of the above,3,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Which strategy is most effective in countering misinformation before it spreads?,Prebunking,Retraction,Amplification of correct information,Avoiding engagement,1,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Which cognitive bias explains why people give more weight to memorable stories than statistics?,Anchoring bias,Framing effect,Availability heuristic,None of the above.,3,https://agoraclimatedisinfo.eu/courses/psychology-of-belief-and-disinformation/,Media literacy
ATC,Prebunking involves providing factual corrections after misinformation has been widely shared.,Fact,Myth,,,2,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,Critical thinking skills are essential for media literacy because they help individuals evaluate the reliability of information.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/introduction-to-media-literacy/,Media literacy
ATC,"The ""appeal to authority"" fallacy occurs when someone claims something is true simply because an authority figure says it is, without examining supporting evidence.",Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/critical-thinking-skills-fallacies/,Media literacy
ATC,Spotting logical fallacies is a skill that helps individuals identify weaknesses in arguments and avoid being misled by disinformation.,Fact,Myth,,,1,https://agoraclimatedisinfo.eu/courses/critical-thinking-skills-fallacies/,Media literacy
ATC,Which source would be the most reliable for accurate and evidence-based information on climate change?,A viral social media post by a celebrity,The European Environment Agency (EEA),A blog with no listed author or references,An anonymous forum discussion,2,https://agoraclimatedisinfo.eu/courses/evaluating-information-sources/,Media literacy
